amount,transaction_type,location,receiver,device,country_code,hour,is_new_device,is_new_recipient,label
4134.01,FATURA,"İstanbul, TR",Market Harcama,Web güvenilir tarayıcı,TR,16,0,0,TEMIZ
124312.01,TRANSFER,"Manisa, TR",Global Trade,Paycell kayıtlı cihaz,,23,0,1,PARA_AKLAMA
46228.01,ODEME,"Manisa, TR",Kira Ödemesi,Bilinmeyen iPhone,TR,20,0,0,CALINTI_KART
62558.95,TRANSFER,"Tbilisi, GE",Kira Ödemesi,Yeni cihaz,,18,1,0,HESAP_ELE_GECIRME
180658.6,TRANSFER,"Ankara, TR",Kripto Exchange,Web güvenilir tarayıcı,,12,0,1,PARA_AKLAMA
35081.25,ODEME,"Paris, FR",Restoran,Bilinmeyen iPhone,,5,0,0,HESAP_ELE_GECIRME
2686.19,ODEME,"İzmir, TR",Elektrik Fatura,Paycell kayıtlı cihaz,TR,12,0,0,TEMIZ
3881.56,ODEME,"Manisa, TR",Market Harcama,Android bilinen cihaz,TR,20,0,0,TEMIZ
288.5,FATURA,"Bursa, TR",Market Harcama,Android bilinen cihaz,TR,18,0,0,TEMIZ
146908.89,TRANSFER,"London, UK",Yeni Alıcı,iPhone 13 bilinen cihaz,,21,1,1,PARA_AKLAMA
2422.15,ODEME,"Manisa, TR",Market Harcama,Web güvenilir tarayıcı,TR,21,0,0,TEMIZ
63500.55,TRANSFER,"Amsterdam, NL",E-Ticaret,Unknown Android,,16,1,1,HESAP_ELE_GECIRME
32508.78,TRANSFER,"Dubai, AE",Kira Ödemesi,Paycell kayıtlı cihaz,TR,12,0,0,SUPHELI_DAVRANIS
20495.61,CEKIM,"Eskişehir, TR",Offshore Services,Android bilinen cihaz,TR,17,0,0,SUPHELI_DAVRANIS
60624.71,CEKIM,"Tbilisi, GE",Kripto Exchange,Bilinmeyen iPhone,TR,10,0,1,CALINTI_KART
44500.47,TRANSFER,"İzmir, TR",Global Trade,Web güvenilir tarayıcı,,18,0,1,SUPHELI_DAVRANIS
3861.63,FATURA,"İstanbul, TR",Ulaşım,Android bilinen cihaz,TR,20,0,0,TEMIZ
1952.31,ODEME,"Bursa, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,11,0,0,TEMIZ
4277.06,ODEME,"Eskişehir, TR",Telekom Fatura,iPhone 13 bilinen cihaz,TR,18,0,0,TEMIZ
1045.28,ODEME,"İzmir, TR",Telekom Fatura,iPhone 13 bilinen cihaz,TR,17,0,0,TEMIZ
103875.9,TRANSFER,"Amsterdam, NL",Offshore Services,Bilinmeyen iPhone,,13,0,1,PARA_AKLAMA
4482.76,ODEME,"İzmir, TR",Telekom Fatura,Android bilinen cihaz,TR,20,0,0,TEMIZ
21732.27,ODEME,"Bursa, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,4,1,1,SUPHELI_DAVRANIS
31371.07,ODEME,"Amsterdam, NL",Sigorta Fatura,Yeni cihaz,,17,0,0,SUPHELI_DAVRANIS
123.15,FATURA,"Ankara, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,16,0,0,TEMIZ
3168.84,FATURA,"Manisa, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,9,0,0,TEMIZ
1240.45,FATURA,"Manisa, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,9,0,0,TEMIZ
150106.58,TRANSFER,"İzmir, TR",Global Trade,Bilinmeyen iPhone,TR,2,0,0,PARA_AKLAMA
19958.95,TRANSFER,"Eskişehir, TR",E-Ticaret,iPhone 13 bilinen cihaz,TR,19,0,1,SUPHELI_DAVRANIS
5720.37,FATURA,"Eskişehir, TR",E-Ticaret,Android bilinen cihaz,TR,20,0,0,TEMIZ
18895.18,ODEME,"Bursa, TR",Ulaşım,Yeni cihaz,TR,0,0,1,CALINTI_KART
1937.07,FATURA,"Ankara, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,18,0,0,TEMIZ
180619.69,TRANSFER,"London, UK",New Recipient Ltd,iPhone 13 bilinen cihaz,TR,9,0,0,PARA_AKLAMA
1757.22,ODEME,"Bursa, TR",Telekom Fatura,iPhone 13 bilinen cihaz,TR,19,0,0,TEMIZ
14097.72,CEKIM,"Dubai, AE",Offshore Services,Paycell kayıtlı cihaz,TR,2,1,0,CALINTI_KART
83955.42,TRANSFER,"İstanbul, TR",E-Ticaret,Bilinmeyen iPhone,TR,0,1,1,HESAP_ELE_GECIRME
7385.43,TRANSFER,"Manisa, TR",Ulaşım,Android bilinen cihaz,TR,18,0,0,TEMIZ
2795.44,ODEME,"Manisa, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,18,0,0,TEMIZ
698.74,FATURA,"Eskişehir, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,10,0,0,TEMIZ
64376.35,FATURA,"İstanbul, TR",Kira Ödemesi,Web güvenilir tarayıcı,TR,8,1,0,CALINTI_KART
37834.66,TRANSFER,"London, UK",Ulaşım,Bilinmeyen iPhone,TR,13,1,1,HESAP_ELE_GECIRME
493.3,ODEME,"Ankara, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,20,0,0,TEMIZ
2799.13,ODEME,"Eskişehir, TR",Sigorta Fatura,Android bilinen cihaz,TR,15,0,0,TEMIZ
90432.67,ODEME,"İstanbul, TR",E-Ticaret,Yeni web oturumu,,15,1,1,HESAP_ELE_GECIRME
58409.9,ODEME,"İstanbul, TR",Aile Transferi,Yeni web oturumu,,0,1,1,CALINTI_KART
3235.76,FATURA,"Bursa, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,11,0,0,TEMIZ
3840.05,FATURA,"Bursa, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,14,0,0,TEMIZ
5395.38,TRANSFER,"Eskişehir, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,17,0,0,TEMIZ
25454.32,CEKIM,"Tbilisi, GE",Aile Transferi,Yeni web oturumu,,16,0,0,SUPHELI_DAVRANIS
810.35,FATURA,"Ankara, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,14,0,0,TEMIZ
2754.16,FATURA,"İstanbul, TR",Market Harcama,Paycell kayıtlı cihaz,TR,12,0,0,TEMIZ
44661.8,TRANSFER,"Dubai, AE",Restoran,Yeni web oturumu,,13,1,0,HESAP_ELE_GECIRME
61197.66,TRANSFER,"Tbilisi, GE",New Recipient Ltd,Yeni web oturumu,,5,1,0,HESAP_ELE_GECIRME
3135.1,ODEME,"Manisa, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,17,0,0,TEMIZ
163393.59,TRANSFER,"Bursa, TR",New Recipient Ltd,Paycell kayıtlı cihaz,,8,0,1,PARA_AKLAMA
8207.64,ODEME,"İstanbul, TR",New Recipient Ltd,Yeni web oturumu,TR,23,1,0,HESAP_ELE_GECIRME
42268.94,TRANSFER,"Ankara, TR",New Recipient Ltd,Unknown Android,,11,0,1,PARA_AKLAMA
67043.82,TRANSFER,"Bursa, TR",Kira Ödemesi,Bilinmeyen iPhone,,13,0,1,HESAP_ELE_GECIRME
71417.64,TRANSFER,"Bursa, TR",Yeni Alıcı,Yeni web oturumu,,17,1,0,HESAP_ELE_GECIRME
29268.49,FATURA,"Tbilisi, GE",Kira Ödemesi,Unknown Android,,0,1,0,CALINTI_KART
11072.59,CEKIM,"Eskişehir, TR",Aile Transferi,Unknown Android,TR,8,1,1,SUPHELI_DAVRANIS
7927.61,TRANSFER,"Manisa, TR",Sigorta Fatura,Paycell kayıtlı cihaz,TR,16,0,0,TEMIZ
1017.13,FATURA,"Eskişehir, TR",Elektrik Fatura,Android bilinen cihaz,TR,16,0,0,TEMIZ
1595.08,FATURA,"Manisa, TR",Market Harcama,Web güvenilir tarayıcı,TR,11,0,0,TEMIZ
90428.36,TRANSFER,"Dubai, AE",Global Trade,Yeni cihaz,,18,1,1,HESAP_ELE_GECIRME
115375.89,ODEME,"Amsterdam, NL",Kripto Exchange,Yeni web oturumu,TR,23,1,0,CALINTI_KART
43991.23,TRANSFER,"Tbilisi, GE",Yeni Alıcı,Yeni web oturumu,,10,0,0,HESAP_ELE_GECIRME
2834.26,FATURA,"Manisa, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,11,0,0,TEMIZ
67997.35,FATURA,"Ankara, TR",E-Ticaret,Yeni web oturumu,TR,1,0,0,CALINTI_KART
55896.53,TRANSFER,"Bursa, TR",Kira Ödemesi,Bilinmeyen iPhone,,0,1,1,HESAP_ELE_GECIRME
6132.22,FATURA,"Manisa, TR",Ulaşım,iPhone 13 bilinen cihaz,TR,9,0,0,TEMIZ
3097.45,FATURA,"Ankara, TR",Market Harcama,Paycell kayıtlı cihaz,TR,21,0,0,TEMIZ
183662.71,TRANSFER,"Dubai, AE",Kripto Exchange,Paycell kayıtlı cihaz,,12,0,1,PARA_AKLAMA
4116.76,FATURA,"Manisa, TR",Market Harcama,iPhone 13 bilinen cihaz,TR,16,0,0,TEMIZ
221.52,FATURA,"Eskişehir, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,19,0,0,TEMIZ
201821.86,TRANSFER,"İstanbul, TR",Yeni Alıcı,Unknown Android,TR,23,1,1,PARA_AKLAMA
2567.96,FATURA,"Eskişehir, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,9,0,0,TEMIZ
916.47,FATURA,"Bursa, TR",Market Harcama,Web güvenilir tarayıcı,TR,18,0,0,TEMIZ
15146.78,TRANSFER,"London, UK",Kira Ödemesi,Paycell kayıtlı cihaz,TR,17,0,0,SUPHELI_DAVRANIS
2566.04,ODEME,"Bursa, TR",Telekom Fatura,iPhone 13 bilinen cihaz,TR,20,0,0,TEMIZ
3338.28,ODEME,"İzmir, TR",Market Harcama,Android bilinen cihaz,TR,13,0,0,TEMIZ
106262.16,FATURA,"Paris, FR",Offshore Services,Unknown Android,,2,0,1,CALINTI_KART
68094.53,ODEME,"Manisa, TR",Kira Ödemesi,iPhone 13 bilinen cihaz,,21,1,0,CALINTI_KART
4081.65,FATURA,"İzmir, TR",Sigorta Fatura,Paycell kayıtlı cihaz,TR,10,0,0,TEMIZ
1032.06,FATURA,"Manisa, TR",Market Harcama,Android bilinen cihaz,TR,16,0,0,TEMIZ
3115.12,FATURA,"Manisa, TR",Okul Ödemesi,Android bilinen cihaz,TR,10,0,0,TEMIZ
114230.08,CEKIM,"Bursa, TR",Global Trade,Bilinmeyen iPhone,TR,1,1,1,CALINTI_KART
1647.99,ODEME,"Bursa, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,13,0,0,TEMIZ
4359.09,FATURA,"İzmir, TR",Market Harcama,Android bilinen cihaz,TR,14,0,0,TEMIZ
2952.15,FATURA,"Eskişehir, TR",Market Harcama,Paycell kayıtlı cihaz,TR,11,0,0,TEMIZ
1610.69,ODEME,"Bursa, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,10,0,0,TEMIZ
1061.91,FATURA,"Manisa, TR",Market Harcama,Android bilinen cihaz,TR,10,0,0,TEMIZ
48250.08,ODEME,"Bursa, TR",Global Trade,Paycell kayıtlı cihaz,,4,1,0,CALINTI_KART
400.22,TRANSFER,"Eskişehir, TR",Market Harcama,Android bilinen cihaz,TR,8,0,0,TEMIZ
18303.41,TRANSFER,"London, UK",Ulaşım,Yeni cihaz,,21,1,1,HESAP_ELE_GECIRME
136070.76,TRANSFER,"Bursa, TR",Kripto Exchange,Paycell kayıtlı cihaz,,21,0,1,PARA_AKLAMA
49994.05,TRANSFER,"İzmir, TR",E-Ticaret,Yeni cihaz,TR,0,1,1,HESAP_ELE_GECIRME
3090.7,FATURA,"Eskişehir, TR",Elektrik Fatura,Android bilinen cihaz,TR,17,0,0,TEMIZ
3954.17,FATURA,"Eskişehir, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,10,0,0,TEMIZ
108973.29,ODEME,"Manisa, TR",Kripto Exchange,Yeni web oturumu,,14,1,0,CALINTI_KART
75639.11,ODEME,"Tbilisi, GE",Ulaşım,Yeni cihaz,TR,23,1,0,HESAP_ELE_GECIRME
29060.53,TRANSFER,"Berlin, DE",Global Trade,Yeni cihaz,,0,1,1,HESAP_ELE_GECIRME
1860.49,FATURA,"İstanbul, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,16,0,0,TEMIZ
130301.35,TRANSFER,"Paris, FR",Yeni Alıcı,Bilinmeyen iPhone,,10,0,1,PARA_AKLAMA
1404.21,ODEME,"Manisa, TR",Okul Ödemesi,Android bilinen cihaz,TR,18,0,0,TEMIZ
20897.15,CEKIM,"Tbilisi, GE",E-Ticaret,Bilinmeyen iPhone,,17,1,0,CALINTI_KART
4341.81,FATURA,"Ankara, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,14,0,0,TEMIZ
2262.07,ODEME,"Ankara, TR",Ulaşım,iPhone 13 bilinen cihaz,TR,14,0,0,TEMIZ
33752.63,CEKIM,"Ankara, TR",Market Harcama,Web güvenilir tarayıcı,TR,11,0,0,SUPHELI_DAVRANIS
904.54,FATURA,"Eskişehir, TR",Sigorta Fatura,Android bilinen cihaz,TR,18,0,0,TEMIZ
2060.31,FATURA,"İstanbul, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,13,0,0,TEMIZ
103.61,FATURA,"Ankara, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,16,0,0,TEMIZ
1589.25,ODEME,"İstanbul, TR",Sigorta Fatura,Android bilinen cihaz,TR,14,0,0,TEMIZ
72177.01,ODEME,"Dubai, AE",Kira Ödemesi,Yeni web oturumu,TR,4,0,0,CALINTI_KART
217958.15,TRANSFER,"Manisa, TR",Yeni Alıcı,Bilinmeyen iPhone,,20,0,1,PARA_AKLAMA
73517.98,ODEME,"Paris, FR",Kira Ödemesi,Unknown Android,,2,1,1,CALINTI_KART
52279.98,TRANSFER,"İstanbul, TR",New Recipient Ltd,Yeni cihaz,TR,13,1,0,HESAP_ELE_GECIRME
46843.1,ODEME,"Dubai, AE",New Recipient Ltd,Unknown Android,,11,1,1,HESAP_ELE_GECIRME
3931.8,FATURA,"İstanbul, TR",Telekom Fatura,Android bilinen cihaz,TR,13,0,0,TEMIZ
511.37,FATURA,"Manisa, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,16,0,0,TEMIZ
250548.45,TRANSFER,"İzmir, TR",New Recipient Ltd,Web güvenilir tarayıcı,TR,16,1,1,PARA_AKLAMA
56053.2,TRANSFER,"London, UK",E-Ticaret,Yeni cihaz,,5,1,1,HESAP_ELE_GECIRME
21041.42,FATURA,"Amsterdam, NL",Aile Transferi,Bilinmeyen iPhone,,4,0,1,CALINTI_KART
16251.11,TRANSFER,"Berlin, DE",New Recipient Ltd,Unknown Android,TR,11,1,0,SUPHELI_DAVRANIS
1823.65,ODEME,"İstanbul, TR",Sigorta Fatura,Android bilinen cihaz,TR,18,0,0,TEMIZ
14914.1,ODEME,"Tbilisi, GE",Ulaşım,Paycell kayıtlı cihaz,TR,11,1,0,SUPHELI_DAVRANIS
68648.31,TRANSFER,"İstanbul, TR",Yeni Alıcı,Web güvenilir tarayıcı,,16,0,1,PARA_AKLAMA
1417.69,FATURA,"İzmir, TR",E-Ticaret,iPhone 13 bilinen cihaz,TR,13,0,0,TEMIZ
70217.79,ODEME,"London, UK",Kira Ödemesi,Unknown Android,,16,1,0,CALINTI_KART
35670.03,TRANSFER,"Tbilisi, GE",E-Ticaret,Yeni cihaz,TR,5,0,0,HESAP_ELE_GECIRME
4181.05,ODEME,"Manisa, TR",Sigorta Fatura,Paycell kayıtlı cihaz,TR,9,0,0,TEMIZ
2943.79,ODEME,"İzmir, TR",Sigorta Fatura,Web güvenilir tarayıcı,TR,14,0,0,TEMIZ
1656.53,FATURA,"Eskişehir, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,21,0,0,TEMIZ
6195.59,TRANSFER,"İzmir, TR",Telekom Fatura,Android bilinen cihaz,TR,0,0,0,TEMIZ
46533.09,TRANSFER,"London, UK",Restoran,Yeni cihaz,TR,9,1,0,HESAP_ELE_GECIRME
1139.63,ODEME,"Bursa, TR",Telekom Fatura,Android bilinen cihaz,TR,10,0,0,TEMIZ
5651.94,ODEME,"Bursa, TR",E-Ticaret,Web güvenilir tarayıcı,TR,10,0,0,TEMIZ
19287.37,TRANSFER,"Tbilisi, GE",Ulaşım,Bilinmeyen iPhone,,12,1,1,HESAP_ELE_GECIRME
86103.9,TRANSFER,"Paris, FR",Offshore Services,Android bilinen cihaz,TR,23,0,1,PARA_AKLAMA
2424.22,FATURA,"Bursa, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,3,0,0,TEMIZ
2700.62,FATURA,"Eskişehir, TR",Market Harcama,Android bilinen cihaz,TR,16,0,0,TEMIZ
1150.79,FATURA,"Manisa, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,9,0,0,TEMIZ
1104.64,FATURA,"Manisa, TR",Market Harcama,Web güvenilir tarayıcı,TR,16,0,0,TEMIZ
1878.62,FATURA,"İstanbul, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,15,0,0,TEMIZ
1250.08,FATURA,"Bursa, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,0,0,0,TEMIZ
253186.15,TRANSFER,"Amsterdam, NL",Offshore Services,Paycell kayıtlı cihaz,,1,1,1,PARA_AKLAMA
22389.48,TRANSFER,"Manisa, TR",Offshore Services,iPhone 13 bilinen cihaz,TR,10,1,0,SUPHELI_DAVRANIS
4014.79,FATURA,"İzmir, TR",Kira Ödemesi,iPhone 13 bilinen cihaz,TR,23,0,0,TEMIZ
1138.58,FATURA,"İstanbul, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,11,0,0,TEMIZ
60692.87,ODEME,"İstanbul, TR",Aile Transferi,iPhone 13 bilinen cihaz,TR,11,1,1,CALINTI_KART
64335.92,TRANSFER,"London, UK",Aile Transferi,Yeni cihaz,TR,0,1,1,HESAP_ELE_GECIRME
43784.56,CEKIM,"Tbilisi, GE",Offshore Services,Web güvenilir tarayıcı,TR,1,0,0,SUPHELI_DAVRANIS
4364.49,FATURA,"Ankara, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,19,0,0,TEMIZ
52344.51,TRANSFER,"Berlin, DE",Aile Transferi,Yeni web oturumu,,1,1,1,HESAP_ELE_GECIRME
1154.36,FATURA,"Bursa, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,15,0,0,TEMIZ
77699.56,TRANSFER,"Paris, FR",Offshore Services,Yeni web oturumu,,21,0,1,PARA_AKLAMA
1355.18,ODEME,"Eskişehir, TR",Market Harcama,Paycell kayıtlı cihaz,TR,5,0,0,TEMIZ
64420.24,CEKIM,"Eskişehir, TR",Global Trade,Android bilinen cihaz,TR,4,0,1,CALINTI_KART
188725.44,TRANSFER,"İstanbul, TR",New Recipient Ltd,Paycell kayıtlı cihaz,,4,0,1,PARA_AKLAMA
42574.18,ODEME,"Ankara, TR",Restoran,Android bilinen cihaz,TR,4,0,1,SUPHELI_DAVRANIS
25106.48,CEKIM,"Tbilisi, GE",New Recipient Ltd,Yeni cihaz,TR,5,1,0,SUPHELI_DAVRANIS
30983.04,FATURA,"Ankara, TR",Offshore Services,iPhone 13 bilinen cihaz,,14,0,0,CALINTI_KART
5257.34,TRANSFER,"Ankara, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,1,0,1,TEMIZ
89081.84,FATURA,"Dubai, AE",Restoran,Unknown Android,,5,1,0,CALINTI_KART
2083.19,FATURA,"Bursa, TR",Elektrik Fatura,Android bilinen cihaz,TR,16,0,0,TEMIZ
39943.26,ODEME,"Eskişehir, TR",Ulaşım,Bilinmeyen iPhone,,16,0,1,HESAP_ELE_GECIRME
3447.08,ODEME,"Manisa, TR",Market Harcama,Android bilinen cihaz,TR,11,0,0,TEMIZ
2491.82,FATURA,"İzmir, TR",Market Harcama,Paycell kayıtlı cihaz,TR,14,0,0,TEMIZ
6007.63,ODEME,"Eskişehir, TR",New Recipient Ltd,iPhone 13 bilinen cihaz,TR,12,1,0,SUPHELI_DAVRANIS
1441.05,FATURA,"İzmir, TR",Sigorta Fatura,Android bilinen cihaz,TR,15,0,0,TEMIZ
652.99,ODEME,"Eskişehir, TR",Telekom Fatura,Android bilinen cihaz,TR,12,0,0,TEMIZ
3419.29,FATURA,"Manisa, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,10,0,0,TEMIZ
67662.01,TRANSFER,"İzmir, TR",Global Trade,Bilinmeyen iPhone,TR,23,1,0,HESAP_ELE_GECIRME
4188.55,FATURA,"İstanbul, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,18,0,0,TEMIZ
121059.57,TRANSFER,"Amsterdam, NL",Offshore Services,Android bilinen cihaz,TR,10,1,1,PARA_AKLAMA
2024.68,FATURA,"Eskişehir, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,12,0,0,TEMIZ
75345.88,TRANSFER,"Amsterdam, NL",E-Ticaret,Yeni cihaz,,3,1,0,HESAP_ELE_GECIRME
637.2,FATURA,"İstanbul, TR",Okul Ödemesi,Paycell kayıtlı cihaz,TR,11,0,0,TEMIZ
27885.54,CEKIM,"Paris, FR",Restoran,Paycell kayıtlı cihaz,TR,13,0,0,SUPHELI_DAVRANIS
1881.64,ODEME,"İzmir, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,18,0,0,TEMIZ
2615.29,ODEME,"Eskişehir, TR",E-Ticaret,Android bilinen cihaz,TR,21,0,0,TEMIZ
17351.19,TRANSFER,"Ankara, TR",Global Trade,Unknown Android,,21,1,1,HESAP_ELE_GECIRME
19387.58,ODEME,"Eskişehir, TR",Offshore Services,Bilinmeyen iPhone,TR,4,1,0,SUPHELI_DAVRANIS
2485.39,FATURA,"Manisa, TR",Telekom Fatura,iPhone 13 bilinen cihaz,TR,18,0,0,TEMIZ
51465.52,ODEME,"Paris, FR",Yeni Alıcı,Yeni web oturumu,TR,8,1,1,HESAP_ELE_GECIRME
4110.96,ODEME,"Ankara, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,18,0,0,TEMIZ
4409.78,FATURA,"Manisa, TR",Elektrik Fatura,Web güvenilir tarayıcı,TR,17,0,0,TEMIZ
867.35,FATURA,"Bursa, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,16,0,0,TEMIZ
31053.33,ODEME,"Berlin, DE",Global Trade,Yeni web oturumu,,2,1,0,HESAP_ELE_GECIRME
147781.58,TRANSFER,"Manisa, TR",Offshore Services,Yeni cihaz,,11,1,0,PARA_AKLAMA
427.0,ODEME,"Eskişehir, TR",Sigorta Fatura,Android bilinen cihaz,TR,17,0,0,TEMIZ
4368.45,FATURA,"İzmir, TR",Okul Ödemesi,Android bilinen cihaz,TR,10,0,0,TEMIZ
28660.2,CEKIM,"Bursa, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,16,0,0,SUPHELI_DAVRANIS
3473.27,FATURA,"Eskişehir, TR",Telekom Fatura,Web güvenilir tarayıcı,TR,16,0,0,TEMIZ
42995.46,ODEME,"İzmir, TR",Global Trade,Web güvenilir tarayıcı,,14,0,1,SUPHELI_DAVRANIS
3703.88,FATURA,"Manisa, TR",Market Harcama,Android bilinen cihaz,TR,9,0,0,TEMIZ
11130.29,ODEME,"London, UK",New Recipient Ltd,Yeni cihaz,TR,17,1,0,SUPHELI_DAVRANIS
3107.55,ODEME,"İstanbul, TR",Sigorta Fatura,Paycell kayıtlı cihaz,TR,13,0,0,TEMIZ
76394.71,TRANSFER,"London, UK",Kripto Exchange,Android bilinen cihaz,TR,8,0,0,PARA_AKLAMA
23474.99,TRANSFER,"İstanbul, TR",Kripto Exchange,Unknown Android,,21,1,0,HESAP_ELE_GECIRME
82743.29,TRANSFER,"Amsterdam, NL",Ulaşım,Bilinmeyen iPhone,,5,1,1,HESAP_ELE_GECIRME
3178.86,FATURA,"Eskişehir, TR",Elektrik Fatura,Paycell kayıtlı cihaz,TR,8,0,0,TEMIZ
83755.75,TRANSFER,"London, UK",Global Trade,Bilinmeyen iPhone,,8,1,1,HESAP_ELE_GECIRME
84364.58,ODEME,"London, UK",New Recipient Ltd,Yeni cihaz,,15,1,1,HESAP_ELE_GECIRME
540.31,FATURA,"Manisa, TR",Sigorta Fatura,Android bilinen cihaz,TR,13,0,0,TEMIZ
833.69,FATURA,"Manisa, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,13,0,0,TEMIZ
4085.48,FATURA,"Manisa, TR",Elektrik Fatura,iPhone 13 bilinen cihaz,TR,15,0,0,TEMIZ
61334.66,TRANSFER,"London, UK",Restoran,Unknown Android,TR,23,1,1,HESAP_ELE_GECIRME
3886.83,FATURA,"İstanbul, TR",Telekom Fatura,iPhone 13 bilinen cihaz,TR,12,0,0,TEMIZ
89643.2,FATURA,"Berlin, DE",Kira Ödemesi,Android bilinen cihaz,TR,8,1,0,CALINTI_KART
60.68,ODEME,"İstanbul, TR",Telekom Fatura,Paycell kayıtlı cihaz,TR,15,0,0,TEMIZ
5114.86,FATURA,"Eskişehir, TR",Sigorta Fatura,Android bilinen cihaz,TR,1,1,0,TEMIZ
67709.24,TRANSFER,"Dubai, AE",New Recipient Ltd,iPhone 13 bilinen cihaz,TR,10,1,1,PARA_AKLAMA
183708.04,TRANSFER,"Eskişehir, TR",New Recipient Ltd,Paycell kayıtlı cihaz,,8,1,1,PARA_AKLAMA
1726.96,FATURA,"Bursa, TR",Sigorta Fatura,iPhone 13 bilinen cihaz,TR,10,0,0,TEMIZ
21227.61,ODEME,"London, UK",Yeni Alıcı,Unknown Android,,5,0,0,CALINTI_KART
6164.29,TRANSFER,"Manisa, TR",Sigorta Fatura,Paycell kayıtlı cihaz,TR,13,0,0,TEMIZ
77614.97,CEKIM,"London, UK",Yeni Alıcı,Paycell kayıtlı cihaz,,4,1,1,CALINTI_KART
20807.1,TRANSFER,"Tbilisi, GE",Kripto Exchange,Unknown Android,,14,1,1,HESAP_ELE_GECIRME
37435.7,ODEME,"Ankara, TR",Elektrik Fatura,Paycell kayıtlı cihaz,TR,0,1,0,SUPHELI_DAVRANIS
62.38,FATURA,"İzmir, TR",Market Harcama,Paycell kayıtlı cihaz,TR,17,0,0,TEMIZ
3750.07,FATURA,"İzmir, TR",Market Harcama,Paycell kayıtlı cihaz,TR,20,0,0,TEMIZ
1184.16,FATURA,"Manisa, TR",E-Ticaret,Web güvenilir tarayıcı,TR,21,0,0,TEMIZ
79829.73,ODEME,"Manisa, TR",Aile Transferi,Yeni cihaz,TR,20,1,0,HESAP_ELE_GECIRME
8582.31,ODEME,"Eskişehir, TR",Okul Ödemesi,iPhone 13 bilinen cihaz,TR,16,0,0,SUPHELI_DAVRANIS
122652.41,TRANSFER,"İzmir, TR",Offshore Services,Yeni web oturumu,TR,11,0,1,PARA_AKLAMA
17802.52,CEKIM,"Eskişehir, TR",E-Ticaret,Android bilinen cihaz,TR,1,0,0,SUPHELI_DAVRANIS
4120.74,TRANSFER,"İstanbul, TR",Okul Ödemesi,Web güvenilir tarayıcı,TR,19,0,0,TEMIZ
3470.73,FATURA,"Eskişehir, TR",Telekom Fatura,Android bilinen cihaz,TR,15,0,0,TEMIZ
21115.94,CEKIM,"İstanbul, TR",Aile Transferi,Yeni cihaz,,17,0,1,SUPHELI_DAVRANIS
235066.82,TRANSFER,"Tbilisi, GE",Offshore Services,Web güvenilir tarayıcı,,1,1,1,PARA_AKLAMA
2004.58,FATURA,"İzmir, TR",Telekom Fatura,Android bilinen cihaz,TR,8,0,0,TEMIZ
115308.53,ODEME,"Paris, FR",Yeni Alıcı,Unknown Android,,17,1,1,CALINTI_KART
76492.07,ODEME,"Amsterdam, NL",E-Ticaret,Yeni cihaz,TR,3,1,0,CALINTI_KART
